Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,RiskPerTradePct,MaxDailyLossPct,MaxWeeklyLossPct,AsianOpenHour,NYOpenHour,NYCloseHour,MinutesBeforeNYClose,AggressiveTrailHoursBeforeClose,NewsWindowMinutes,ATR_Period,ATR_Multiplier,PartialTakeProfitRR,ExtendedTakeProfitRR,NY_Precision_ADX_Level
6446,14.02,590367.74,4961.07345,2.86466,6.30107,14.02416,0,23.69,119,2.9,4.4,5,9,128,17,18,2,110,91,1.5,8.28,48,48
6113,13.88,594021.22,4991.77496,2.87107,6.28034,13.88481,0,23.69,119,2.9,4.4,5,9,115,17,15,2,46,91,1.5,8.28,14.88,96
6539,13.88,594021.22,4991.77496,2.87107,6.28034,13.88481,0,23.69,119,2.9,4.4,5,9,35,17,15,2,46,91,1.5,8.28,14.88,96
6522,13.88,594021.22,4991.77496,2.87107,6.28034,13.88481,0,23.69,119,2.9,4.4,5,9,115,17,15,2,46,91,1.5,8.28,48,48
6230,14.67,563226.16,4542.14645,2.72305,6.21049,14.67336,0,23.69,124,2.9,4.4,5,9,64,17,15,2,46,92,1.5,5.04,47.04,177
7126,14.67,563226.16,4542.14645,2.72305,6.21049,14.67336,0,23.69,124,2.9,4.4,5,9,64,17,15,2,46,92,1.5,5.04,25.92,207
7003,14.67,563226.16,4542.14645,2.72305,6.21049,14.67336,0,23.69,124,2.9,4.4,5,9,64,17,15,2,46,92,1.5,5.04,17.76,204
8282,15.51,562174.56,4724.15597,2.65224,6.24367,15.51169,0,23.69,119,3.15,4.4,5,9,64,17,15,2,190,110,1.5,4.56,38.88,225
9700,15.51,562174.56,4724.15597,2.65224,6.24367,15.51169,0,23.69,119,3.15,4.4,5,9,123,17,15,2,192,110,1.5,4.56,38.88,225
9679,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,129,17,30,2,270,110,1.5,5.04,6.24,225
9898,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,65,17,30,2,270,110,1.5,5.04,6.24,225
9835,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,64,17,30,2,190,110,1.5,5.04,6.24,225
9952,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,64,17,30,2,270,110,1.5,5.04,6.24,225
10256,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,65,17,30,2,271,110,1.5,5.04,6.24,177
10135,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,43,17,30,2,206,110,1.5,5.04,6.24,225
10086,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,64,17,30,2,206,110,1.5,5.04,6.24,177
10310,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,43,17,30,2,192,110,1.5,5.04,6.24,177
10421,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,64,17,30,2,206,110,1.5,5.04,6.24,225
10290,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,91,17,30,2,192,110,1.5,5.04,6.24,225
10424,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,128,17,30,2,190,110,1.5,5.04,6.24,177
10291,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,129,17,30,2,270,110,1.5,5.04,6.24,129
10317,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,35,17,30,2,190,110,1.5,5.04,6.24,225
10529,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,65,17,30,2,270,110,1.5,5.04,6.24,129
10436,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,65,17,30,2,271,110,1.5,5.04,6.24,225
10583,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,115,17,30,2,190,110,1.5,5.04,6.24,225
10606,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,32,17,30,2,192,110,1.5,5.04,6.24,177
10643,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,115,17,30,2,270,110,1.5,5.04,6.24,129
10622,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,35,17,30,2,190,110,1.5,5.04,6.24,81
10668,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,80,17,30,2,190,110,1.5,5.04,6.24,225
10625,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,128,17,30,2,190,110,1.5,5.04,6.24,81
10684,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,115,17,30,2,206,110,1.5,5.04,6.24,225
10831,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,35,17,30,2,190,110,1.5,5.04,6.24,129
10879,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,80,17,30,2,270,110,1.5,5.04,6.24,129
10884,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,32,17,30,2,192,110,1.5,5.04,6.24,225
10812,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,67,17,30,2,206,110,1.5,5.04,6.24,225
10965,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,64,17,30,2,190,110,1.5,5.04,6.24,177
10974,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,43,17,30,2,192,110,1.5,5.04,6.24,225
10929,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,115,17,30,2,270,110,1.5,5.04,6.24,225
11032,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,42,17,30,2,270,110,1.5,5.04,6.24,225
11022,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,129,17,30,2,270,110,1.5,5.04,6.24,177
11036,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,128,17,30,2,190,110,1.5,5.04,6.24,225
11170,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,64,17,30,2,271,110,1.5,5.04,6.24,225
11166,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,129,17,30,2,206,110,1.5,5.04,6.24,225
11132,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,43,17,30,2,190,110,1.5,5.04,6.24,225
11152,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,115,17,30,2,192,110,1.5,5.04,6.24,225
11156,17.39,587948.84,4859.08132,2.79094,6.09888,17.38918,0,23.71,121,3.15,3.4,5,9,123,17,30,2,190,110,1.5,5.04,6.24,225
9295,17.00,596285.07,4887.58254,2.70044,6.28570,17.00280,0,23.71,122,3.15,4.2,5,9,80,17,30,2,270,110,1.5,5.04,6.24,225
9642,17.00,596285.07,4887.58254,2.70044,6.28570,17.00280,0,23.71,122,3.15,4.2,5,9,64,17,30,2,206,110,1.5,5.04,6.24,225
10064,17.00,596285.07,4887.58254,2.70044,6.28570,17.00280,0,23.71,122,3.15,4.2,5,9,64,17,30,2,206,110,1.5,5.04,6.24,177
10151,15.22,471800.83,3867.21992,2.24157,4.97346,15.22163,0,23.71,122,3.15,4.2,5,9,16,17,30,2,270,110,1.5,5.04,6.24,225
10307,17.00,596285.07,4887.58254,2.70044,6.28570,17.00280,0,23.71,122,3.15,4.2,5,9,64,17,30,2,270,110,1.5,5.04,6.24,225
10386,17.00,596285.07,4887.58254,2.70044,6.28570,17.00280,0,23.71,122,3.15,4.2,5,9,43,17,30,2,206,110,1.5,5.04,6.24,225
10532,17.00,596285.07,4887.58254,2.70044,6.28570,17.00280,0,23.71,122,3.15,4.2,5,9,91,17,30,2,190,110,1.5,5.04,6.24,177
10121,16.52,590187.34,5044.33624,2.84466,6.44271,16.52050,0,23.71,117,3.15,4.2,5,9,64,17,18,2,192,110,1.5,5.04,17.76,132
10306,16.52,590187.34,5044.33624,2.84466,6.44271,16.52050,0,23.71,117,3.15,4.2,5,9,64,17,18,2,206,110,1.5,5.04,17.76,132
5354,12.24,540295.19,3675.47748,2.29840,5.80710,12.23836,0,23.71,147,2.9,7.2,5,9,64,17,15,2,46,91,1.5,11.76,24,48
8475,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,64,17,30,2,270,110,1.5,5.04,6.24,225
8798,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,115,17,30,2,270,110,1.5,5.04,6.24,225
9018,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,129,17,30,2,270,110,1.5,5.04,6.24,225
9587,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,32,17,30,2,158,110,1.5,5.04,6.24,225
9664,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,32,17,30,2,270,110,1.5,5.04,6.24,225
9717,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,64,17,30,2,190,110,1.5,5.04,6.24,225
9883,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,128,17,30,2,190,110,1.5,5.04,6.24,225
10111,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,115,17,30,2,190,110,1.5,5.04,6.24,273
10258,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,64,17,30,2,206,110,1.5,5.04,6.24,225
10591,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,64,17,30,2,190,110,1.5,5.04,6.24,177
10766,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,115,17,30,2,270,110,1.5,5.04,6.24,177
10887,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,128,17,30,2,190,110,1.5,5.04,6.24,129
10795,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,115,17,30,2,193,110,1.5,5.04,6.24,177
11065,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,43,17,30,2,190,110,1.5,5.04,6.24,225
11016,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,43,17,30,2,206,110,1.5,5.04,6.24,225
10946,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,128,17,30,2,158,110,1.5,5.04,6.24,129
11021,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,64,17,30,2,190,110,1.5,5.04,6.24,273
11107,16.88,589614.82,4832.90836,2.67131,6.24217,16.88013,0,23.71,122,3.15,4.4,5,9,64,17,30,2,190,110,1.5,5.04,6.24,129
7918,16.51,595104.08,4542.77924,2.57613,6.74248,16.50808,0,23.71,131,3.15,4.4,5,9,64,17,15,2,192,110,1.5,5.04,5.76,120
8204,16.51,595104.08,4542.77924,2.57613,6.74248,16.50808,0,23.71,131,3.15,4.4,5,9,123,17,15,2,192,110,1.5,5.04,5.76,96
8246,16.51,595104.08,4542.77924,2.57613,6.74248,16.50808,0,23.71,131,3.15,4.4,5,9,64,17,15,2,192,110,1.5,5.04,5.76,144
8884,16.51,595104.08,4542.77924,2.57613,6.74248,16.50808,0,23.71,131,3.15,4.4,5,9,32,17,15,2,192,110,1.5,5.04,5.76,120
9154,16.51,595104.08,4542.77924,2.57613,6.74248,16.50808,0,23.71,131,3.15,4.4,5,9,128,17,15,2,192,110,1.5,5.04,5.76,144
9205,16.51,595104.08,4542.77924,2.57613,6.74248,16.50808,0,23.71,131,3.15,4.4,5,9,32,17,15,2,192,110,1.5,5.04,5.76,96
9367,16.51,595104.08,4542.77924,2.57613,6.74248,16.50808,0,23.71,131,3.15,4.4,5,9,128,17,15,2,190,110,1.5,5.04,5.76,96
9537,16.51,595104.08,4542.77924,2.57613,6.74248,16.50808,0,23.71,131,3.15,4.4,5,9,64,17,15,2,192,110,1.5,5.04,5.76,288
9543,16.51,595104.08,4542.77924,2.57613,6.74248,16.50808,0,23.71,131,3.15,4.4,5,9,32,17,15,2,192,110,1.5,5.04,5.76,144
9441,16.51,595104.08,4542.77924,2.57613,6.74248,16.50808,0,23.71,131,3.15,4.4,5,9,64,17,15,2,192,110,1.5,5.04,5.76,96
9439,16.51,595104.08,4542.77924,2.57613,6.74248,16.50808,0,23.71,131,3.15,4.4,5,9,123,17,15,2,190,110,1.5,5.04,5.76,144
9150,16.69,592597.57,4938.31308,2.66180,6.20460,16.68966,0,23.71,120,3.15,4.4,5,9,16,17,15,2,192,110,1.5,5.04,6.24,225
9805,16.69,592597.57,4938.31308,2.66180,6.20460,16.68966,0,23.71,120,3.15,4.4,5,9,16,17,15,2,192,110,1.5,5.04,6.24,177
10079,16.92,591238.02,4926.98350,2.67041,6.23450,16.91559,0,23.71,120,3.15,4.4,5,9,16,17,18,2,190,110,1.5,5.04,6.24,129
8233,16.30,598366.55,5114.24402,2.85350,6.50408,16.30303,0,23.71,117,3.15,4.4,5,9,123,17,15,2,238,110,1.5,5.04,17.76,252
8413,16.30,598366.55,5114.24402,2.85350,6.50408,16.30303,0,23.71,117,3.15,4.4,5,9,115,17,15,2,238,110,1.5,5.04,17.76,252
8386,16.27,596435.85,5012.06597,2.84584,6.48309,16.26987,0,23.71,119,3.15,4.4,5,9,32,17,15,2,192,110,1.5,5.04,8.16,120
8698,16.31,597295.74,5149.10121,2.85141,6.49244,16.30509,0,23.71,116,3.15,4.4,5,9,16,17,15,2,192,110,1.5,5.04,17.76,252
8772,16.27,596435.85,5012.06597,2.84584,6.48309,16.26987,0,23.71,119,3.15,4.4,5,9,64,17,15,2,192,110,1.5,5.04,8.16,168
8899,16.31,597295.74,5149.10121,2.85141,6.49244,16.30509,0,23.71,116,3.15,4.4,5,9,16,17,15,2,190,110,1.5,5.04,17.76,123
9098,16.30,598366.55,5114.24402,2.85350,6.50408,16.30303,0,23.71,117,3.15,4.4,5,9,64,17,15,2,190,110,1.5,5.04,17.76,120
8954,16.30,598366.55,5114.24402,2.85350,6.50408,16.30303,0,23.71,117,3.15,4.4,5,9,115,17,15,2,192,110,1.5,5.04,17.76,120
9069,16.30,598366.55,5114.24402,2.85350,6.50408,16.30303,0,23.71,117,3.15,4.4,5,9,115,17,15,2,190,110,1.5,5.04,38.88,225
9077,16.30,598366.55,5114.24402,2.85350,6.50408,16.30303,0,23.71,117,3.15,4.4,5,9,43,17,15,2,190,110,1.5,5.04,37.44,225
9166,16.27,596435.85,5012.06597,2.84584,6.48309,16.26987,0,23.71,119,3.15,4.4,5,9,80,17,15,2,190,110,1.5,5.04,8.16,120
9415,16.27,596435.85,5012.06597,2.84584,6.48309,16.26987,0,23.71,119,3.15,4.4,5,9,64,17,15,2,192,110,1.5,5.04,8.16,120
9305,16.30,598366.55,5114.24402,2.85350,6.50408,16.30303,0,23.71,117,3.15,4.4,5,9,64,17,15,2,192,110,1.5,5.04,17.76,120
9446,16.27,596435.85,5012.06597,2.84584,6.48309,16.26987,0,23.71,119,3.15,4.4,5,9,128,17,15,2,192,110,1.5,5.04,8.16,144
9578,16.27,596435.85,5012.06597,2.84584,6.48309,16.26987,0,23.71,119,3.15,4.4,5,9,64,17,15,2,192,110,1.5,5.04,8.16,264
9736,16.27,596435.85,5012.06597,2.84584,6.48309,16.26987,0,23.71,119,3.15,4.4,5,9,115,17,15,2,190,110,1.5,5.04,8.16,120
9646,16.30,598366.55,5114.24402,2.85350,6.50408,16.30303,0,23.71,117,3.15,4.4,5,9,32,17,15,2,192,110,1.5,5.04,17.76,225
9730,16.27,596435.85,5012.06597,2.84584,6.48309,16.26987,0,23.71,119,3.15,4.4,5,9,64,17,15,2,190,110,1.5,5.04,8.16,120
9820,16.27,596435.85,5012.06597,2.84584,6.48309,16.26987,0,23.71,119,3.15,4.4,5,9,115,17,15,2,272,110,1.5,5.04,8.16,120
9937,16.27,596435.85,5012.06597,2.84584,6.48309,16.26987,0,23.71,119,3.15,4.4,5,9,43,17,15,2,192,110,1.5,5.04,8.16,120
10107,16.30,598366.55,5114.24402,2.85350,6.50408,16.30303,0,23.71,117,3.15,4.4,5,9,35,17,15,2,192,110,1.5,5.04,17.76,117
10327,16.30,598366.55,5114.24402,2.85350,6.50408,16.30303,0,23.71,117,3.15,4.4,5,9,115,17,15,2,192,110,1.5,5.04,17.76,117
10969,16.27,596435.85,5012.06597,2.84584,6.48309,16.26987,0,23.71,119,3.15,4.4,5,9,64,17,15,2,192,110,1.5,5.04,8.16,117
8762,16.48,590825.97,5093.32733,2.84327,6.47752,16.47916,0,23.71,116,3.15,4.4,5,9,16,17,18,2,190,110,1.5,5.04,17.76,132
9340,16.56,598475.86,5115.17829,2.85871,6.56139,16.55550,0,23.71,117,3.15,4.4,5,9,115,17,18,2,190,110,1.5,5.04,17.76,132
9403,16.56,598475.86,5115.17829,2.85871,6.56139,16.55550,0,23.71,117,3.15,4.4,5,9,123,17,18,2,192,110,1.5,5.04,17.76,132
9465,16.45,591081.39,4967.07050,2.82986,6.48032,16.44520,0,23.71,119,3.15,4.4,5,9,115,17,18,2,190,110,1.5,5.04,8.16,129
9774,16.56,598475.86,5115.17829,2.85871,6.56139,16.55550,0,23.71,117,3.15,4.4,5,9,64,17,18,2,192,110,1.5,5.04,17.76,132
9862,16.56,598475.86,5115.17829,2.85871,6.56139,16.55550,0,23.71,117,3.15,4.4,5,9,64,17,18,2,190,110,1.5,5.04,17.76,132
10032,16.48,590825.97,5093.32733,2.84327,6.47752,16.47916,0,23.71,116,3.15,4.4,5,9,16,17,18,2,238,110,1.5,5.04,17.76,132
10205,16.56,598475.86,5115.17829,2.85871,6.56139,16.55550,0,23.71,117,3.15,4.4,5,9,43,17,18,2,190,110,1.5,5.04,13.92,132
10314,16.56,598475.86,5115.17829,2.85871,6.56139,16.55550,0,23.71,117,3.15,4.4,5,9,80,17,18,2,238,110,1.5,5.04,17.76,132
10312,16.56,598475.86,5115.17829,2.85871,6.56139,16.55550,0,23.71,117,3.15,4.4,5,9,35,17,18,2,190,110,1.5,5.04,17.76,132
10427,16.51,595766.03,5135.91405,2.86427,6.53168,16.51050,0,23.71,116,3.15,4.4,5,9,16,17,18,2,190,110,1.5,5.04,8.16,168
10463,16.51,595766.03,5135.91405,2.86427,6.53168,16.51050,0,23.71,116,3.15,4.4,5,9,16,17,18,2,192,110,1.5,5.04,8.16,120
10454,16.56,598475.86,5115.17829,2.85871,6.56139,16.55550,0,23.71,117,3.15,4.4,5,9,129,17,18,2,192,110,1.5,5.04,17.76,132
10785,16.45,591081.39,4967.07050,2.82986,6.48032,16.44520,0,23.71,119,3.15,4.4,5,9,43,17,18,2,192,110,1.5,5.04,8.16,120
11067,16.45,591081.39,4967.07050,2.82986,6.48032,16.44520,0,23.71,119,3.15,4.4,5,9,64,17,18,2,192,110,1.5,5.04,8.16,120
10936,16.45,591081.39,4967.07050,2.82986,6.48032,16.44520,0,23.71,119,3.15,4.4,5,9,64,17,18,2,192,110,1.5,5.04,8.16,132
1120,1.00,34788.00,386.53333,1.23087,0.47343,0.99984,0,23.72,90,4.6,9,21.5,7,132,28,94,6,288,136,10.2,3.36,27.84,126
2638,3.57,94271.94,272.46225,1.11184,0.88068,3.56656,0,23.72,346,3.95,9,5.5,5,59,17,15,17,36,90,1.5,1.2,4.8,174
6574,13.03,501210.47,3826.03412,2.47753,6.00601,13.02736,0,23.72,131,2.9,4.4,5,9,115,17,15,2,286,110,1.5,10.8,47.04,120
6848,13.03,501210.47,3826.03412,2.47753,6.00601,13.02736,0,23.72,131,2.9,4.4,5,9,104,17,15,2,286,110,1.5,10.8,47.04,120
8747,4.07,191751.04,1205.98138,1.33906,1.66232,4.07219,0,23.72,159,3.25,3.6,5,9,43,65,15,2,110,75,1.65,4.68,4.8,168
2620,8.80,253383.39,898.52266,1.45919,3.38971,8.79765,0,23.73,282,2.9,17.2,5.5,9,115,17,15,2,110,19,1.5,1.2,16.8,99
3302,8.58,245142.82,860.15025,1.43474,3.27947,8.57852,0,23.73,285,2.9,17.2,5.5,9,115,17,15,2,110,19,1.5,1.2,12.48,99
3710,8.80,253383.39,898.52266,1.45919,3.38971,8.79765,0,23.73,282,2.9,17.2,5.5,9,115,17,15,2,142,19,1.5,1.2,26.88,240
7352,14.13,539611.27,4248.90764,2.65649,6.19608,14.12539,0,23.73,127,2.95,4.4,5,9,64,17,15,2,30,93,1.5,5.04,18.72,81
7698,14.13,539611.27,4248.90764,2.65649,6.19608,14.12539,0,23.73,127,2.95,4.4,5,9,64,17,15,2,190,93,1.5,5.04,17.76,177
7633,14.10,525538.43,3649.57243,2.31876,6.22297,14.09944,0,23.73,144,2.95,4.4,5,9,16,17,15,2,192,93,1.5,5.04,4.8,120
7641,13.67,512610.68,3769.19618,2.45514,6.11070,13.67166,0,23.73,136,2.95,4.4,5,9,16,17,15,2,192,93,1.5,5.04,5.76,168
5547,14.19,628603.47,5152.48746,2.80412,6.36040,14.19324,0,23.73,122,2.9,4.4,5,9,64,17,15,2,46,91,1.5,11.76,24,48
6716,14.19,628603.47,5152.48746,2.80412,6.36040,14.19324,0,23.73,122,2.9,4.4,5,9,112,17,15,2,46,91,1.5,11.76,24,48
6394,13.95,589305.96,4677.03143,2.66560,6.24141,13.95272,0,23.73,126,2.9,4.4,5,9,115,17,15,2,46,91,1.5,11.76,8.16,99
7006,15.92,606703.32,5670.12449,3.11770,5.67275,15.92183,0,23.74,107,3.15,3.4,5,9,129,17,15,2,192,93,1.65,11.16,18.72,177
5838,13.32,463985.83,3515.04417,2.28903,5.36595,13.31954,0,23.74,132,2.9,4.4,5,9,64,17,30,2,286,93,1.5,4.44,12.48,207
6710,13.32,463985.83,3515.04417,2.28903,5.36595,13.31954,0,23.74,132,2.9,4.4,5,9,16,17,30,2,286,93,1.5,4.44,12.48,207
3254,14.08,534444.63,4275.55704,2.70988,5.97471,14.08300,0,23.74,125,2.9,4.4,5,9,64,17,15,2,286,93,1.5,4.44,25.92,81
4414,14.08,534444.63,4275.55704,2.70988,5.97471,14.08300,0,23.74,125,2.9,4.4,5,9,115,17,15,2,286,93,1.5,4.44,25.92,81
4767,14.08,533553.21,4302.84847,2.70815,5.96474,14.08360,0,23.74,124,2.9,4.4,5,9,16,17,15,2,286,93,1.5,4.44,25.92,81
5017,14.08,534444.63,4275.55704,2.70988,5.97471,14.08300,0,23.74,125,2.9,4.4,5,9,123,17,15,2,286,93,1.5,4.44,25.92,81
5639,14.08,534444.63,4275.55704,2.70988,5.97471,14.08300,0,23.74,125,2.9,4.4,5,9,43,17,15,2,286,93,1.5,4.44,25.92,81
6027,14.08,534444.63,4275.55704,2.70988,5.97471,14.08300,0,23.74,125,2.9,4.4,5,9,64,17,15,2,286,93,1.5,4.44,18.24,216
6426,14.08,534444.63,4275.55704,2.70988,5.97471,14.08300,0,23.74,125,2.9,4.4,5,9,115,17,15,2,286,93,1.5,4.44,18.24,216
6633,14.08,534444.63,4275.55704,2.70988,5.97471,14.08300,0,23.74,125,2.9,4.4,5,9,64,17,15,2,118,93,1.5,4.44,47.52,177
6637,14.08,533553.21,4302.84847,2.70815,5.96474,14.08360,0,23.74,124,2.9,4.4,5,9,16,17,15,2,286,93,1.5,4.44,20.16,33
6817,14.08,534444.63,4275.55704,2.70988,5.97471,14.08300,0,23.74,125,2.9,4.4,5,9,115,17,15,2,286,93,1.5,4.44,18.24,120
6819,14.08,534444.63,4275.55704,2.70988,5.97471,14.08300,0,23.74,125,2.9,4.4,5,9,64,17,15,2,286,93,1.5,4.44,47.52,168
6977,14.08,534444.63,4275.55704,2.70988,5.97471,14.08300,0,23.74,125,2.9,4.4,5,9,104,17,15,2,286,93,1.5,4.44,25.92,81
6931,14.08,533553.21,4302.84847,2.70815,5.96474,14.08360,0,23.74,124,2.9,4.4,5,9,16,17,15,2,286,93,1.5,4.44,18.24,216
6988,14.08,534444.63,4275.55704,2.70988,5.97471,14.08300,0,23.74,125,2.9,4.4,5,9,35,17,15,2,286,93,1.5,4.44,25.92,81
7058,14.08,534444.63,4275.55704,2.70988,5.97471,14.08300,0,23.74,125,2.9,4.4,5,9,123,17,15,2,286,93,1.5,4.44,47.52,177
7144,14.08,534444.63,4275.55704,2.70988,5.97471,14.08300,0,23.74,125,2.9,4.4,5,9,129,17,15,2,286,93,1.5,4.44,24.48,81
7020,14.08,533553.21,4302.84847,2.70815,5.96474,14.08360,0,23.74,124,2.9,4.4,5,9,16,17,15,2,46,93,1.5,4.44,27.36,177
7279,14.08,534444.63,4275.55704,2.70988,5.97471,14.08300,0,23.74,125,2.9,4.4,5,9,129,17,15,2,286,93,1.5,4.44,25.92,81
6825,13.51,493942.19,3713.85105,2.38283,5.65056,13.51178,0,23.74,133,2.9,4.4,5,9,64,17,15,2,46,93,1.5,4.44,12.48,174
7434,13.17,491384.63,3899.87802,2.53046,5.63918,13.17087,0,23.74,126,2.9,4.4,5,9,64,17,30,2,286,93,1.5,4.44,8.16,168
6307,14.33,535540.53,4284.32424,2.71150,6.03522,14.32976,0,23.74,125,2.9,4.4,5,9,64,17,18,2,110,93,1.5,4.44,16.8,48
6651,14.33,535540.53,4284.32424,2.71150,6.03522,14.32976,0,23.74,125,2.9,4.4,5,9,123,17,18,2,286,93,1.5,4.44,48,48
6823,14.40,539293.24,4349.13903,2.73012,6.07751,14.39864,0,23.74,124,2.9,4.4,5,9,16,17,18,2,110,93,1.5,4.44,16.8,48
7811,14.40,539293.24,4349.13903,2.73012,6.07751,14.39864,0,23.74,124,2.9,4.4,5,9,16,17,18,2,46,93,1.5,4.44,24,204
7054,13.90,516030.67,3712.45086,2.34024,5.70499,13.90302,0,23.74,139,2.9,4.4,5,9,129,17,15,2,286,93,1.5,4.44,5.76,48
4550,13.90,502784.57,4054.71427,2.59196,5.68273,13.89702,0,23.74,124,2.9,4.4,5,9,64,17,30,2,286,93,1.5,4.44,25.92,207
5855,13.90,502784.57,4054.71427,2.59196,5.68273,13.89702,0,23.74,124,2.9,4.4,5,9,16,17,30,2,286,93,1.5,4.44,25.92,207
5772,13.90,502784.57,4054.71427,2.59196,5.68273,13.89702,0,23.74,124,2.9,4.4,5,9,123,17,30,2,286,93,1.5,4.44,25.92,207
6485,13.90,502784.57,4054.71427,2.59196,5.68273,13.89702,0,23.74,124,2.9,4.4,5,9,115,17,30,2,286,93,1.5,4.44,25.92,207
