Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,RiskPerTradePct,MaxDailyLossPct,MaxWeeklyLossPct,AsianOpenHour,NYOpenHour,NYCloseHour,MinutesBeforeNYClose,AggressiveTrailHoursBeforeClose,NewsWindowMinutes,ATR_Period,ATR_Multiplier,PartialTakeProfitRR,ExtendedTakeProfitRR,NY_Precision_ADX_Level
3731,8.60,75011.88,238.89134,1.66227,3.35660,8.60438,0,8.31,314,0.5,2,5,9,35,17,15,2,248,49,1.65,10.92,5.76,96
4340,8.78,80545.74,256.51510,1.70379,3.56595,8.78374,0,8.31,314,0.5,2,5,9,64,17,15,2,121,49,1.65,10.92,7.2,168
4730,8.78,80545.74,256.51510,1.70379,3.56595,8.78374,0,8.31,314,0.5,2,5,9,64,17,15,2,192,49,1.65,10.92,7.2,168
1882,-0.42,-3919.90,-26.84863,0.94777,-0.17724,-0.41983,0,8.31,146,0.5,2,5,8,136,82,50,2,282,99,3.3,4.2,4.8,126
3281,8.24,64039.84,206.58013,1.59958,2.88732,8.23722,0,8.31,310,0.5,2,5,9,115,17,15,2,142,48,1.65,3.24,27.36,192
4989,7.92,59741.37,172.66292,1.46822,2.69184,7.92002,0,8.32,346,0.5,2,5,9,59,17,142,2,229,46,1.65,4.32,4.8,198
3603,10.29,57454.46,143.63615,1.47343,2.56153,10.29303,0,8.32,400,0.5,2,5,9,16,17,15,2,120,65,1.5,1.56,4.8,87
3186,7.09,47537.78,127.10636,1.41618,2.11374,7.09245,0,8.33,374,0.5,2,21,9,49,17,15,5,142,91,1.5,4.44,6.24,87
2754,5.41,41669.56,89.80509,1.35547,1.80351,5.40574,0,8.33,464,0.5,2,5,9,115,17,15,18,284,24,1.65,10.68,36.48,279
10589,6.03,57744.99,220.40073,1.46266,2.65029,6.02982,0,8.34,262,0.5,2,31.5,8,14,17,15,2,30,14,1.5,5.04,4.8,126
9133,5.91,59230.13,246.79221,1.49539,2.66392,5.90956,0,8.34,240,0.5,2,34,8,14,17,15,2,30,14,1.5,10.68,5.28,117
11037,5.91,59230.13,246.79221,1.49539,2.66392,5.90956,0,8.34,240,0.5,2,31.5,8,14,17,15,2,45,14,1.5,10.68,5.28,117
7677,4.02,49876.13,127.23503,1.29068,2.26090,4.01728,0,8.34,392,0.5,2,13,6,17,17,15,2,30,14,1.5,6.96,5.76,30
8241,4.02,49876.13,127.23503,1.29068,2.26090,4.01728,0,8.34,392,0.5,2,17,6,17,17,15,2,30,14,1.5,6.96,5.76,75
10101,1.18,13972.37,26.76699,1.06846,0.60614,1.18378,0,8.34,522,0.5,11.4,30.5,0,126,17,15,2,30,17,1.5,1.92,12.48,180
10905,1.18,13972.37,26.76699,1.06846,0.60614,1.18378,0,8.34,522,0.5,11.4,30.5,0,126,17,15,2,30,17,1.5,1.92,12.48,117
4768,8.27,61607.70,208.13412,1.62065,2.70682,8.27029,0,8.35,296,0.5,2,5,9,16,17,15,2,120,90,1.5,4.44,6.24,87
4327,10.13,47797.71,127.12157,1.48017,2.13194,10.13206,0,8.36,376,0.5,2,5,9,16,17,15,2,46,91,1.5,1.2,4.8,111
4763,10.13,47797.71,127.12157,1.48017,2.13194,10.13206,0,8.36,376,0.5,3.4,5,9,16,17,15,2,110,91,1.5,1.2,4.8,99
1276,2.19,26061.68,38.55278,1.14144,1.08168,2.19282,0,8.37,676,0.5,2,19.5,3,98,17,95,19,281,15,1.5,6.72,31.2,48
319,0.10,15405.29,1925.66125,1.91201,0.70498,0.10461,0,8.37,8,4.65,8.2,43.5,5,134,44,52,18,246,16,13.65,1.2,19.68,261
3896,0.27,2681.83,5.90712,1.01406,0.12357,0.27329,0,8.37,454,0.5,2,5,0,14,17,15,2,30,14,1.5,2.04,4.8,39
5269,6.96,39849.25,125.31211,1.43041,1.79233,6.95814,0,8.37,318,0.5,3.4,8.5,9,64,17,15,2,110,112,1.5,1.68,16.8,99
1526,3.70,43482.08,72.22937,1.24765,1.82824,3.70191,0,8.38,602,0.5,13,36.5,5,132,17,22,13,128,17,1.5,8.76,13.44,123
10571,14.51,673325.02,5301.77181,2.56507,7.97465,14.50620,0,8.38,127,3.15,3.6,5,8,64,17,15,2,192,110,1.5,5.04,6.24,129
3121,0.09,891.79,1.97299,1.00465,0.04140,0.08704,0,8.38,452,0.5,2,5,0,14,17,15,2,30,14,1.5,2.16,5.28,30
3516,7.75,57824.75,203.60828,1.56455,2.57444,7.75304,0,8.38,284,0.5,2,5,9,16,17,142,2,121,25,1.65,4.68,46.56,252
5135,9.09,50658.23,160.31085,1.58739,2.25964,9.09358,0,8.39,316,0.5,2,5,9,16,17,15,2,118,65,1.65,1.56,16.8,99
2319,3.02,34734.78,57.31812,1.19767,1.46690,3.01880,0,8.39,606,0.5,13,36.5,5,132,17,15,19,129,17,1.5,6.12,16.8,183
4618,8.03,58821.33,200.07255,1.59729,2.61367,8.03011,0,8.39,294,0.5,2,5,9,16,17,15,2,286,85,1.5,4.44,25.92,81
3334,7.97,58201.70,192.72086,1.59342,2.58698,7.96773,0,8.39,302,0.5,2,21,9,49,17,15,2,118,91,1.5,4.44,27.36,192
3708,7.97,58201.70,192.72086,1.59342,2.58698,7.96773,0,8.39,302,0.5,2,36.5,9,108,17,15,2,118,91,1.5,4.44,27.36,192
6368,8.38,41700.46,112.09801,1.37595,1.87525,8.37968,0,8.40,372,0.5,2,5,9,16,17,127,2,118,74,1.5,1.56,4.8,66
2424,5.05,32698.26,73.97796,1.30445,1.43391,5.04728,0,8.40,442,0.5,2,5,9,115,17,15,18,284,128,1.65,9.6,8.16,189
2619,5.05,32698.26,73.97796,1.30445,1.43391,5.04728,0,8.40,442,0.5,2,21,9,49,17,15,18,156,128,1.65,9.6,8.16,189
2060,3.55,46911.26,129.58912,1.28426,1.72735,3.54592,0,8.40,362,0.5,11.6,27.5,5,54,17,79,2,63,14,1.5,7.92,27.84,150
3071,6.15,38867.65,88.73893,1.35100,1.70370,6.15177,0,8.41,438,0.5,2,5,9,128,17,127,10,237,14,1.5,3.6,12.48,78
3294,5.58,47454.24,106.39964,1.34930,2.03998,5.57658,0,8.41,446,0.55,8,5,9,115,17,15,17,36,16,1.5,6.96,13.44,123
2965,7.78,56911.82,187.20993,1.56963,2.52495,7.78117,0,8.41,304,0.5,2,21,9,127,17,15,2,248,90,1.5,4.44,46.56,69
1781,2.01,21497.74,37.06507,1.12551,0.86470,2.01348,0,8.41,580,0.5,13,36.5,5,132,18,30,10,128,113,1.5,8.28,48,264
4277,8.39,43897.42,123.30736,1.41074,1.95886,8.38979,0,8.41,356,0.5,2,5,9,16,17,15,2,120,90,1.5,1.56,4.8,87
2734,6.31,51038.05,100.46860,1.40369,2.16199,6.31244,0,8.42,508,0.5,2,5,9,115,17,15,18,284,48,1.65,10.92,26.4,129
1454,0.97,12708.62,488.79308,1.70651,0.57361,0.97033,0,8.42,26,1.25,2.8,39,3,26,119,36,3,236,43,3.15,1.2,45.12,99
2731,3.97,21914.79,41.66310,1.17891,0.98396,3.97185,0,8.44,526,0.5,2,5,8,129,17,16,13,237,14,1.5,1.2,27.84,39
880,-1.05,-8847.51,-16.44519,0.95332,-0.40663,-1.05132,0,8.44,538,0.5,2,5,0,14,17,15,2,30,14,1.5,1.2,4.8,30
7691,3.68,54779.30,141.91529,1.30708,2.00964,3.68351,0,8.45,386,0.5,11.6,15.5,4,21,17,15,2,30,14,1.5,5.88,27.84,57
2702,4.73,29818.50,67.76932,1.27859,1.30174,4.72752,0,8.45,440,0.5,2,5,9,115,17,15,18,284,120,1.65,10.92,7.2,66
702,-0.31,-3189.08,-5.92766,0.98234,-0.14210,-0.31007,0,8.46,538,0.5,2,5,0,88,17,15,2,158,16,1.5,1.2,27.84,48
1673,-0.31,-3189.08,-5.92766,0.98234,-0.14210,-0.31007,0,8.46,538,0.5,2,17,0,107,17,15,2,70,16,1.5,1.2,23.52,195
5539,7.69,49775.07,212.71397,1.56181,2.20908,7.69014,0,8.46,234,0.5,2,32.5,9,15,17,15,2,65,14,1.5,2.16,35.52,36
2032,3.51,38556.98,66.02223,1.22360,1.62106,3.50659,0,8.46,584,0.5,13,36.5,5,84,17,30,10,128,17,1.5,10.92,5.76,201
3446,0.11,1078.70,1.96127,1.00574,0.04723,0.10770,0,8.46,550,0.5,2,5,0,110,17,15,2,286,16,1.5,1.2,12.48,219
3796,7.94,67613.19,222.41181,1.60970,2.91663,7.94490,0,8.47,304,0.5,2,5,9,64,17,142,2,121,49,1.65,12,9.6,141
605,-0.51,-10526.69,-877.22417,0.48997,-0.49697,-0.50690,0,8.47,12,1.45,19.6,31.5,6,21,104,38,11,274,119,14.25,3.36,18.72,108
4724,9.31,77700.69,255.59438,1.71047,3.34506,9.31477,0,8.47,304,0.5,2,5,9,128,17,127,2,120,49,1.65,10.92,7.2,168
4058,8.64,70940.94,233.35836,1.65397,3.11993,8.63654,0,8.48,304,0.5,2,5,9,16,17,127,2,118,49,1.65,12,6.72,30
4065,8.64,70940.94,233.35836,1.65397,3.11993,8.63654,0,8.48,304,0.5,2,5,9,16,17,142,2,118,49,1.65,12,6.72,174
1585,1.92,23825.48,626.98632,2.20245,1.05699,1.92281,0,8.48,38,0.5,2,5,7,64,168,134,12,277,126,1.65,10.92,19.68,159
1167,2.52,29459.97,59.39510,1.19970,1.20834,2.52457,0,8.48,496,3.65,7,42,5,94,17,75,12,222,71,10.2,3.96,29.28,276
3887,7.89,75055.37,237.51699,1.63640,3.20820,7.89469,0,8.49,316,0.5,3.4,5,9,59,17,15,2,110,48,1.65,12,9.6,93
843,-0.06,-374.16,-0.55024,0.99567,-0.01707,-0.05562,0,8.49,680,0.7,6.2,28.5,0,39,20,25,15,115,23,6.3,2.16,17.76,48
3996,7.97,57610.81,198.65797,1.59784,2.53090,7.96524,0,8.49,290,0.5,2,5,9,16,17,15,2,118,90,1.5,4.44,47.04,192
7406,-2.02,-9338.74,-37.05849,0.83831,-0.42876,-2.02031,0,8.49,252,0.5,14.6,16.5,0,110,17,15,2,30,14,6.3,1.32,35.52,123
8496,-2.02,-9338.74,-37.05849,0.83831,-0.42876,-2.02031,0,8.49,252,0.5,14.6,16.5,0,110,17,15,2,30,14,6.3,1.32,38.88,138
8545,-2.02,-9338.74,-37.05849,0.83831,-0.42876,-2.02031,0,8.49,252,0.5,13.8,16.5,0,110,17,15,2,30,14,6.3,1.32,38.88,138
4508,3.32,42160.88,68.22149,1.18762,1.60817,3.31724,0,8.49,618,0.5,11,9,4,72,25,15,2,97,64,1.5,1.2,4.8,51
2773,6.85,44183.46,150.28388,1.47727,1.96716,6.84790,0,8.49,294,0.5,14.8,13.5,9,83,17,15,2,30,107,1.65,3.6,12.48,78
3527,6.85,44183.46,150.28388,1.47727,1.96716,6.84790,0,8.49,294,0.5,14.8,13.5,9,25,17,15,2,30,107,1.65,3.6,12.48,78
3299,8.32,60450.79,208.45100,1.63923,2.65612,8.32012,0,8.49,290,0.5,2,5,9,16,17,15,2,118,91,1.5,4.44,27.36,192
5271,8.32,60450.79,208.45100,1.63923,2.65612,8.32012,0,8.49,290,0.5,2,5,9,16,17,15,2,46,91,1.5,4.44,25.92,81
5532,8.32,60450.79,208.45100,1.63923,2.65612,8.32012,0,8.49,290,0.5,2,5,9,16,17,15,2,142,91,1.5,4.44,25.92,99
2246,2.76,41896.09,123.95293,1.23401,1.54573,2.76052,0,8.50,338,0.5,2,5,3,126,17,15,2,30,16,1.5,9.84,27.36,72
6357,3.53,43348.01,148.45209,1.28084,1.79859,3.52976,0,8.50,292,0.5,2,29,4,14,17,15,2,46,14,1.5,10.68,4.8,123
6501,3.53,43348.01,148.45209,1.28084,1.79859,3.52976,0,8.50,292,0.5,2,29,4,14,17,15,2,30,14,1.5,10.68,4.8,111
7287,3.53,43348.01,148.45209,1.28084,1.79859,3.52976,0,8.50,292,0.5,2,32.5,4,14,17,15,2,30,14,1.5,10.68,4.8,126
8451,3.53,43348.01,148.45209,1.28084,1.79859,3.52976,0,8.50,292,0.5,2,31.5,4,14,17,15,2,30,14,1.5,10.68,4.8,135
5972,4.07,49780.54,159.55301,1.31436,2.08610,4.06501,0,8.51,312,0.5,2,37,4,14,17,15,2,30,14,1.5,5.88,4.8,123
10336,4.07,49780.54,159.55301,1.31436,2.08610,4.06501,0,8.51,312,0.5,2,13.5,4,14,17,15,2,30,14,1.5,5.88,4.8,123
9960,3.39,41115.11,138.90240,1.26783,1.71207,3.39042,0,8.51,296,0.5,2,13.5,4,14,17,15,2,30,14,1.5,8.76,4.8,54
2569,6.15,34659.68,122.04113,1.42419,1.53678,6.15038,0,8.51,284,0.5,2,5,9,115,17,15,2,46,136,1.95,2.64,12.48,147
3718,9.42,75423.48,249.74662,1.69209,3.26706,9.42352,0,8.51,302,0.5,2,5,9,128,17,142,2,46,48,1.65,10.92,5.76,201
4107,9.42,75423.48,249.74662,1.69209,3.26706,9.42352,0,8.51,302,0.5,2,5,9,16,17,142,2,46,48,1.65,10.92,5.76,201
1417,0.59,5349.19,6.44481,1.02814,0.23705,0.59477,0,8.51,830,0.5,2,29,1,137,17,15,17,168,15,1.5,1.2,47.04,39
5279,8.92,61761.31,207.25272,1.61496,2.63977,8.91637,0,8.52,298,0.5,11.6,5,9,16,17,127,2,118,90,1.5,4.44,6.24,66
3642,2.51,32374.59,102.45123,1.19845,1.43114,2.50561,0,8.53,316,0.5,2,5,3,14,17,15,2,30,14,1.5,5.04,28.32,33
10014,-2.49,-11520.46,-45.00180,0.79929,-0.52897,-2.48672,0,8.53,256,0.5,13,20.5,0,110,17,15,2,30,16,6.3,1.44,22.08,30
8285,-2.23,-10208.07,-39.87527,0.82305,-0.46606,-2.22962,0,8.54,256,0.5,13.8,16.5,0,110,17,15,2,286,15,6.3,1.32,38.88,186
8326,-2.23,-10208.07,-39.87527,0.82305,-0.46606,-2.22962,0,8.54,256,0.5,14.6,16.5,0,110,17,15,2,286,15,6.3,1.32,38.88,42
8478,-2.23,-10208.07,-39.87527,0.82305,-0.46606,-2.22962,0,8.54,256,0.5,13.8,16.5,0,110,17,15,2,286,15,6.3,1.32,35.52,42
6701,1.01,11946.03,33.93759,1.06861,0.53200,1.00923,0,8.54,352,0.5,2,32.5,1,14,17,15,2,30,14,1.5,3.24,35.52,180
2674,6.57,52902.84,106.65895,1.41388,2.19980,6.56963,0,8.56,496,0.5,2,5,9,16,17,15,13,237,46,1.65,10.92,13.44,123
5317,4.63,56729.27,139.72727,1.31743,2.48017,4.62842,0,8.57,406,0.5,2,13,6,19,17,15,2,30,14,1.5,5.88,4.8,156
3135,8.20,60821.64,194.94115,1.59441,2.61481,8.20496,0,8.57,312,0.5,2,21,9,49,17,15,2,142,96,1.5,4.44,6.24,87
638,-0.44,-4393.30,-8.19646,0.97558,-0.19431,-0.43516,0,8.57,536,0.5,2,5,0,27,17,15,2,237,15,1.5,1.2,27.84,72
2823,-0.44,-4393.30,-8.19646,0.97558,-0.19431,-0.43516,0,8.57,536,0.5,2,5,0,125,17,15,2,297,15,1.5,1.2,43.2,51
2876,-0.44,-4393.30,-8.19646,0.97558,-0.19431,-0.43516,0,8.57,536,0.5,2,6.5,0,104,17,15,2,94,15,1.5,1.2,27.84,63
6722,-0.44,-4393.30,-8.19646,0.97558,-0.19431,-0.43516,0,8.57,536,0.5,2,5,0,140,17,15,2,30,15,1.5,1.2,27.84,36
9102,-2.22,-10388.28,-40.57922,0.81936,-0.47415,-2.22489,0,8.57,256,0.5,13.8,16.5,0,110,17,15,2,37,15,6.3,1.44,22.08,30
9208,-2.22,-10388.28,-40.57922,0.81936,-0.47415,-2.22489,0,8.57,256,0.5,13.8,12.5,0,110,17,15,2,286,15,6.3,1.44,37.44,75
10753,-2.22,-10388.28,-40.57922,0.81936,-0.47415,-2.22489,0,8.57,256,0.5,14,16.5,0,110,17,15,2,286,15,6.3,1.44,22.08,39
10843,-2.22,-10388.28,-40.57922,0.81936,-0.47415,-2.22489,0,8.57,256,0.5,13.8,16.5,0,110,17,15,2,293,15,6.3,1.44,22.08,42
11253,-2.22,-10388.28,-40.57922,0.81936,-0.47415,-2.22489,0,8.57,256,0.5,13.8,12.5,0,110,17,15,2,289,15,6.3,1.44,22.08,42
11324,-2.22,-10388.28,-40.57922,0.81936,-0.47415,-2.22489,0,8.57,256,0.5,13.8,12.5,0,110,17,15,2,286,15,6.3,1.44,22.08,42
11890,-2.22,-10388.28,-40.57922,0.81936,-0.47415,-2.22489,0,8.57,256,0.5,13.8,12.5,0,110,17,15,2,286,15,6.3,1.44,25.44,42
6370,-2.41,-11075.65,-43.26426,0.80785,-0.50349,-2.41468,0,8.58,256,0.5,11.6,6.5,0,93,17,15,2,30,16,6.3,1.32,18.72,51
5075,1.22,13470.06,30.06710,1.06442,0.58125,1.21790,0,8.58,448,0.5,2,5,0,14,17,15,2,157,14,1.5,3,4.8,33
10987,0.92,10390.60,22.68690,1.04832,0.45014,0.91666,0,8.58,458,0.5,18,32.5,0,14,17,15,2,33,14,1.5,2.64,4.8,186
2570,4.41,44931.01,84.14047,1.28551,1.72015,4.41352,0,8.58,534,0.5,5.2,40,8,17,17,15,14,97,31,1.5,6.96,26.88,165
3225,5.31,36584.37,83.52596,1.32868,1.55299,5.31096,0,8.58,438,0.5,2,5,9,115,17,15,18,284,112,1.5,8.28,48,129
1135,-0.13,-4883.53,-488.35300,0.68575,-0.22224,-0.13401,0,8.59,10,1.2,14.6,40,3,47,47,58,8,276,77,9.15,4.08,9.12,210
5052,7.59,70177.33,247.10328,1.67040,2.97554,7.58791,0,8.59,284,0.5,2,5,9,16,17,15,2,142,24,1.65,12,47.04,273
5662,9.09,67073.36,217.77065,1.62397,2.81739,9.09218,0,8.59,308,0.5,4.4,5,9,64,17,127,2,118,81,1.5,5.04,6.24,66
1322,4.06,24340.43,42.11147,1.18578,1.06098,4.05731,0,8.60,578,0.5,2,21,7,96,17,15,13,192,15,1.5,1.2,11.04,75
2825,8.62,80374.37,251.16991,1.67694,3.45086,8.62163,0,8.60,320,0.5,2,29,9,32,17,15,2,237,46,1.65,7.68,9.6,93
3604,8.62,80374.37,251.16991,1.67694,3.45086,8.62163,0,8.60,320,0.5,2,29,9,32,17,15,2,237,46,1.65,7.68,9.6,96
1949,3.72,22916.35,40.34569,1.17983,1.00398,3.72051,0,8.60,568,0.5,2,5,7,117,17,15,18,283,15,1.5,1.2,33.12,174
5039,3.38,43206.99,111.93521,1.22817,1.91125,3.37769,0,8.60,386,0.5,2,29,3,14,17,15,2,30,14,1.5,5.04,4.8,30
3335,7.39,54227.76,179.56212,1.53111,2.34195,7.38532,0,8.60,302,0.5,2,5,9,115,17,15,2,142,91,1.5,5.04,17.76,177
3946,7.39,54227.76,179.56212,1.53111,2.34195,7.38532,0,8.60,302,0.5,2,5,9,115,17,15,2,142,91,1.5,5.04,17.76,81
57,-2.16,-11019.33,-306.09250,0.52994,-0.50121,-2.16391,0,8.61,36,0.6,19.8,43.5,9,103,153,117,17,205,56,7.2,3.24,8.64,81
2498,5.70,42032.09,85.43108,1.34413,1.74418,5.69566,0,8.61,492,0.5,2,5,9,128,17,127,10,237,46,1.65,12,16.32,99
8371,-2.31,-10526.64,-41.77238,0.81727,-0.47728,-2.30659,0,8.61,252,0.5,12.6,11,0,93,17,15,2,30,14,6.3,1.2,20.16,36
5906,-1.27,-5644.13,-25.19701,0.86522,-0.25019,-1.27007,0,8.61,224,0.5,14.6,27,0,106,17,15,2,30,15,8.1,8.88,6.72,177
6742,3.70,44264.65,151.59127,1.28631,1.77016,3.69729,0,8.61,292,0.5,2,29,4,14,17,127,2,30,14,1.5,10.68,4.8,135
1088,-0.24,-2274.83,-5.19368,0.98566,-0.09870,-0.24025,0,8.61,438,0.5,2,5,0,14,17,15,2,30,17,1.5,1.2,27.84,174
4409,7.23,53134.67,174.78510,1.51124,2.28991,7.22606,0,8.62,304,0.5,2,5,9,64,17,15,2,118,90,1.5,5.04,17.76,96
3517,-0.96,-8880.78,-15.74606,0.95433,-0.39584,-0.96324,0,8.62,564,0.5,2,5,0,113,17,15,2,30,14,1.5,1.2,8.16,30
5043,-0.96,-8880.78,-15.74606,0.95433,-0.39584,-0.96324,0,8.62,564,0.5,2,5,0,45,17,15,2,30,14,1.5,1.2,8.16,30
7871,2.62,33943.22,110.20526,1.21319,1.48836,2.61548,0,8.63,308,0.5,2,36,3,14,17,15,2,30,14,1.5,4.56,27.84,198
2642,3.04,19771.79,33.62549,1.14812,0.86708,3.03803,0,8.63,588,0.5,2,5,6,109,17,15,18,284,16,1.5,1.2,26.88,192
4457,7.37,52776.43,187.15046,1.53567,2.21594,7.37161,0,8.63,282,0.5,2,5,9,115,17,142,2,118,113,1.5,8.28,24.96,129
4813,7.37,52776.43,187.15046,1.53567,2.21594,7.37161,0,8.63,282,0.5,2,5,9,16,17,142,2,118,113,1.5,8.28,24.96,213
2874,5.35,33556.35,80.27835,1.32027,1.45026,5.34888,0,8.63,418,0.5,2,5,9,16,17,15,13,237,102,1.5,4.92,27.84,183
768,-0.13,-4271.34,-427.13400,0.70086,-0.19218,-0.12890,0,8.63,10,1.4,4.2,31.5,10,83,63,106,12,264,14,13.5,5.28,29.28,153
6709,2.49,31619.83,102.66179,1.19898,1.38583,2.48779,0,8.64,308,0.5,2,36,3,14,17,31,2,30,14,1.5,4.56,27.84,45
613,0.00,-116.91,-19.48500,0.99031,-0.00521,-0.00099,0,8.64,6,1.7,5,20,8,103,79,70,18,112,107,13.05,3.12,20.16,174
4544,6.66,37213.52,107.55353,1.37291,1.63337,6.65950,0,8.65,346,0.5,3.4,5,9,59,17,15,2,110,75,1.5,1.56,16.8,99
5366,2.49,30857.96,77.14490,1.15893,1.36840,2.49469,0,8.65,400,0.5,2,36.5,3,14,17,15,2,30,14,1.5,4.56,4.8,30
6256,2.49,30857.96,77.14490,1.15893,1.36840,2.49469,0,8.65,400,0.5,2,36.5,3,14,17,15,2,85,14,1.5,4.56,4.8,30
6582,2.86,34937.07,93.91686,1.18922,1.54929,2.86497,0,8.65,372,0.5,2,36.5,3,14,17,15,2,30,14,1.5,4.56,4.8,45
